record,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_15_other,Q5_1,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_15_other,Q7_1,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q13_english,Q14_english,Q15_english
21,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,de afwas,omdat het steeds terugkeert,de afwsa doen,the dishes,because it keeps coming back,do the dishes
86,4,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,4,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,,4,3,3,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,"Recepten die ik in de avond kan maken, dat zal me veel tijd schelen.",Vaak nadenken of niks kunnen verzinnen voor de juiste avondeten.,Doe kan een aantal suggesties doen wat ik kan eten.,"Recipes that I can make in the evening, that will save me a lot of time.",Often thinking or not being able to think of anything for the right dinner.,Doe can make some suggestions as to what I can eat.
107,4,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,,4,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,,5,2,5,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Alles,Veel energie,Maak het makkelijk,Everything,Lots of energy,Make it easy
246,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,3,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,Medicijnen bijhouden/bestellen enz,Op 89 jarige leeftijd vergeet je wel eens wat,Alles dagelijks controleert en tijdig herhaalrecepten indiend/afhandelt bij huisarts en apotheek,"Keeping track of/ordering medication, etc.",At 89 years old you sometimes forget things,Checks everything daily and submits/processes repeat prescriptions to the GP and pharmacy on time
147,5,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,4,1,4,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Eten,Soms zonder idee,Gemak,To eat,Sometimes without a clue,Ease
45,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Teksten schrijven,Soms weet ik niet wat ik moet typen,Geen,Writing texts,Sometimes I don't know what to type,No
91,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,,5,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,als ik een vraag nodig heb dat ik een antwoord krijg,nee,als ik een vraag heb,if I have a question I need an answer,no,if i have a question
217,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,4,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,Mijn voeding bijhouden,Ik moet er te lang over nadenken,Een planning maken,Tracking my nutrition,I have to think about it too long,Making a plan
274,5,1,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,bij het doen van berekeningen,maak soms fouten,geen fouten maakt,when doing calculations,make mistakes sometimes,makes no mistakes
266,4,2,4,,,,,,,,,,,,,,,,,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,stofzuigen,iedere dag terugkerende taak,geen idee,vacuuming,daily recurring task,no idea
3,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,,3,1,3,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,Bijvoorbeeld een seintje geven wanneer een bepaalde smartphone die ik wil hebben geïntroduceerd zal worden op de Nederlandse markt.,Het is vervelend om dat iedere dag op te zoeken.,Een seintje geven.,"For example, sending a notification when a specific smartphone I want will be introduced on the Dutch market.",It's annoying to have to look that up every day.,To give a signal.
132,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,4,3,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,met het uitzoeken van producten,er is zoveel aanbod,mij aanwijzingen geeft,with selecting products,there is so much on offer,gives me directions
291,5,2,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,geen,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,met geen,vind ik niet,geen idee,with no,I don't think so,no idea
82,3,2,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,weet niet,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,koken,ik eet vaak laat,weet niet,to cook,I often eat late,don't know
309,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,3,het huis schoon houden,nooit leuk gevonden,het werk voor mij doet,keeping the house clean,never liked,does the work for me
100,5,2,4,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,geen idee,ik zou het niet weten,helemaal niet,no idea,I wouldn't know,not at all
17,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,ach spontaan een verhaal maken of plaatjes zoeken,nee hoor maar leuk als er andere gedachtes bij komen,tekst en plaatjes,oh spontaneously make up a story or look for pictures,"No, but it's nice when other thoughts come along.",text and pictures
169,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,4,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,"Medische vragen, vakantie plannen van begin tot einde",Moet soms te veel schermen en sides bekijken,Snel en nauwkeurig,"Medical questions, holiday planning from start to finish",Sometimes I have to look at too many screens and sides,Fast and accurate
131,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,,2,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,Bestaat er een AI die mijn strijk doet of mijn afwas?,Strijken en afwassen duurt lang en je moet het elke dag weer opnieuw doen. Daar erger ik me eerlijk gezegd meer aan dan bijvoorbeeld achter de computer zitten om wat op te zoeken.,Het zou fijn zijn als er een automatische strijkrobot was die alles goed kan strijken en dan ook automatisch zich kan aanpassen aan het soort stof of kledingstuk.,Is there an AI that will do my ironing or my dishes?,"Ironing and washing dishes take a long time, and you have to do them again every day. Frankly, that annoys me more than, say, sitting at the computer to look something up.",It would be nice if there was an automatic ironing robot that could iron everything well and then automatically adapt to the type of fabric or garment.
239,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,mail,ik ben een dyslect,mijn schrijf kunst ondersteunen,mail,I am dyslexic,support my writing art
288,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,informaite voorzirn,saai,door elke vraag goed te beantwoorden,informaite voorzirn,boring,by answering every question correctly
327,5,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,,4,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,,3,3,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,doing shopping lists,sometimes it feels a chore to look for bargains to get the best deals,it could find relevant products at the supermarkets i use and make suggestions for my shopping list and possible meals,doing shopping lists,sometimes it feels a chore to look for bargains to get the best deals,it could find relevant products at the supermarkets I use and make suggestions for my shopping list and possible meals
148,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,,4,1,4,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,Dagplanning maken,Omdat is soms afspraken vergeet,Afspraken plannen,Make a daily plan,Because sometimes I forget appointments,Scheduling appointments
223,3,2,3,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,2,5,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,2,Ja hor lijtk me leil,Omdat het soms lastog is om yr vinden wat je nodig hebt,Foor met me mee ye denken door tips te geven,Ja hor lijtk me leil,Because sometimes it's hard to find what you need,Foor with me ye think by giving tips
129,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,4,1,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,Als ik er niet uitkom dat ze de antwoord ervoor hebben,Nee joh,Door antwoord te geven op me vragen,If I don't get it they have the answer for it,No way,By answering my questions
212,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,4,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,Schoffelen,Omsat ik dar dagelijks uren lang moet doen,Weet ik niet,Hoeing,Because I have to do that for hours every day,I don't know
335,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,niets,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,3,geen,zoals altijd die enquete begrijpt niet wat ik zeg als ik zeg ik heb AI niet nodig in mijn personal leven,het zou mij niet helpen,no,as always that poll doesn't understand what I'm saying when I say I don't need AI in my personal life,it wouldn't help me
196,5,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,het uit zoeken en advies geven over zaken waar ik niet genoeg vanaf weet.,het is er tijd rovend om dat allemaal zelf uit tezoeken.,ik hoop dat hij normale antwoorden op mijn vragen weet te geven.,researching and giving advice on matters I don't know enough about.,It is time consuming to figure all that out on your own.,I hope he can give normal answers to my questions.
303,5,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1,1,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,Antwoord op algemene vragen.,Omdat het makkelijker is als je direct antwoord krijgt van een betrouwbare bron.,Antwoord geven op vragen die ik intype.,Answer to general questions.,Because it's easier if you get an immediate answer from a reliable source.,Answer questions that I type.
191,3,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,4,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,Ik hou. Goal van de touwtjes zelf in handen houden dus niets,Ik heb geen vervelende tijdrovende take,Die kan de was niet doen,I love. Goal of keeping the reins in my own hands so nothing,I don't have any annoying time-consuming take,He can't do the laundry
155,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Uitzoeken van goedkoopste opties,Kost veel tijd,Weten wat ik wil en dit uitzoeken voor mij,Finding the cheapest options,Takes a lot of time,Knowing what I want and figuring it out for me
111,4,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,niks,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,geen,kan alles zelf wel,niet,no,can do everything by myself,not 
183,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Planningen maken,Kost veel tijd voor weinig,De planning maken voor mij,Making plans,Takes a lot of time for little,Making the planning for me
119,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,Planning en agenda,Saai,Proactief,Planning and agenda,Boring,Proactive
253,1,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,Boodschappenlijstjes maken,Ik ben te chaotisch in mijn hoofd,Gewoon helpen bij het maken van een overzichtelijke lijst,Making shopping lists,I'm too chaotic in my head,Just help make a clear list
235,5,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Tekstbeoordeling en samenvatten,3,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,,3,1,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Maaltijden plannen met aanbiedingen als input.,Vaak hetzelfde,Beter overzicht en grotere database,Plan meals using offers as input.,Often the same,Better overview and larger database
210,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Boodschappen,Prijzen vergelijken,De beste aanbiedingen vinden,Groceries,Compare prices,Find the best deals
146,3,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,M’n agenda,Veel om over na te denken,Waarschuwen,My agenda,Lots to think about,Warn
334,5,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Informatie opzoeken,Kost veel tijd,Snel accuraat antwoord,Looking up information,Takes a lot of time,Fast accurate answer
204,5,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,,4,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,,4,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,raadplegen agenda,kost te veel tijd door het opzoeken,vergemakkelijken,consult agenda,takes too much time looking it up,facilitate
336,4,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nils geen AI,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,3,Niks. Ik geef voorkeur aan een mens van vlees en bloed !,Ik vertrouw het niet,Helemaal niet,Nothing. I prefer a flesh-and-blood human!,I don't trust it,Not at all
224,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,,4,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,,4,1,4,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,routines en planning,meer denkende,makkelijkheid creeeren,routines and planning,more thinking,create ease
4,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,,3,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,"inspiratie voor koken, maaltijden, recepten",elke keer iets bedenken kan vermoeiend zijn,"inspiratie, met ideeën","inspiration for cooking, meals, recipes",Coming up with something every time can be tiring,"inspiration, with ideas"
227,4,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,De administratie,Ben niet zo goed met cijfers,Dat het wat sneller en nauwkeurig gebeurt,The administration,I'm not very good with numbers,That it happens a little faster and more accurately
201,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,,2,3,2,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,Bij voorwerpen taxeren,Zelf is dit zeer moeilijk,Kijkt iver het heke internet,When appraising objects,This is very difficult for me,Kijkt iver het heke internet
181,3,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,,4,3,2,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,"answering emails. making appointments, summarize documents /info, do research",takes too much time,make draft and schedules,"answering emails. making appointments, summarize documents / info, do research",takes too much time,make drafts and schedules
283,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,,5,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,,4,3,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,Misschien helpen met werk,Ze zijn erg repetitief,Het versnelt het proces en denkt misschien. Sneller dan ik,Maybe help with work,They are very repetitive,It speeds up the process and maybe thinks. Faster than I
128,4,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,2,3,2,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,Antwoorden op mijn vragen voor informatie,Kost teveel energie voor mij en tijd.,Correcte antwoorden.,Answers to my questions for information,Takes too much energy and time for me.,Correct answers.
346,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,,5,3,5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,zou ik niet weten op dit moment,zou ik niet weten,dat het goed gedaan word,I wouldn't know at this point,I wouldn't know,that it is done well
248,4,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Boodschappen lijstje te maken,Moet steeds weer doen,Gewoon voor mij een lijstje maakt,Making a shopping list,Have to do this again and again,Just making a list for me
67,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,Huishouden,Kost veel energie en komt steeds weer terug,Aanwijzingen hoe het efficienter kan,Households,Takes a lot of energy and keeps coming back,Instructions on how to make it more efficient
238,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Text,Bedenken,Top,Text,To think,Top
80,5,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GEEN,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,3,GEEN,OVERBODIG,NIET NODIG,NO,UNNECESSARY,NOT NECESSARY
150,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,4,2,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,Met vragen,Soms geeft het onzinnige antwoorden,Goed antwoorden,With questions,Sometimes it gives nonsensical answers,Answer correctly
130,4,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,geld genereren,omdat het me niet lukt met werken alleen,goede adviezen geven,generate money,because I can't manage it by working alone,give good advice
189,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,4,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Het hoeft niet persee.ben al.blij met geld.,Vind ik niet wil alleen.meer geld.swa,Beter helpen,It doesn't have to be that way. I'm already happy with money.,"I don't think so, just want more money.",Better help
275,2,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,4,3,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Opzoeken van informatie,Niet frustrerend maar kan dar sneller en overzichtelijker,Duidelijke samengevatte lijst,Looking up information,Not frustrating but can be faster and clearer,Clear summarized list
310,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,,4,3,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,De afwas,Zonde tijd,Een idee creëren om het makkelijker te maken.,The dishes,Waste of time,Creating an idea to make it easier.
71,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,3,1,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Verslagen schrijven,Te veel nadenken in een paar korte zinnen kan is het rond maken super makkelijk,Niet,Writing reports,Thinking too much in a few short sentences can make it super easy,Not
263,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,4,2,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,Lessen voorbereiden,Omdat het gewoon veel tijd inneemt,Het opzetje zetten,Preparing lessons,Because it just takes a lot of time,Setting up the setup
138,5,1,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nergens mee,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,nergens mee,n iet,niet vertrouw het niet,with nothing,not,don't trust it
219,5,2,4,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nergens mee,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Geen,Geen behoefte aan ai,Geen idee,No,No need for AI,No idea
233,5,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,Nergens mee,Te veel werk,Geen idee,Not with anything,Too much work,No idea
93,3,2,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,4,2,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,"Agenda beheren en controleren, geschikte outfits zoeken",Het komt elke dag terug,"Een dagelijkse herinnering, het doornenem van een dag","Manage and check your agenda, find suitable outfits",It comes back every day,"A daily reminder, reviewing a day"
319,5,2,4,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,ik kan niets noemen,ik vind niets frustrerend of tijdrovend,helemaal niet,I can't name anything,I don't find anything frustrating or time-consuming,not at all
247,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Agenda,Steeds opzoeken,Meldingen weergeven,Agenda,Always look up,Show notifications
226,4,2,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,,4,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,Email box opschonen,Vergeet het steeds,Melding of niet gelezen mail verdwijnen na een ingestelde tijd,Clean up email box,Keep forgetting,Notification or unread mail disappears after a set time
193,5,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Afwassen,Niet leuk,Geen idee,To wash up,Not nice,No idea
214,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,4,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Rekeningen betalen,Veel rekenwerk,Overzicht maken,Paying bills,A lot of calculations,Create an overview
13,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,Met geen enkele taak.,Ik doe het liever zelf.,Geen hulp nodig.,With no task.,I'd rather do it myself.,No help needed.
207,5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Dag plannen,Pfff,Weet niet,Day planning,Pfff,Don't know
267,5,1,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,Helpen bij de afwas? Ik heb geen idee,Afwassen is nooit een leuke klus en AI kan mij daarbij niet helpen,Geen idee,Help with the dishes? I have no idea.,Washing dishes is never a fun chore and AI can't help me with that,No idea
313,5,2,4,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Met niets,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,De schoonmaak,Je kan leukere dingen doen,Nou niets dus,The cleaning,You can do more fun things,Well nothing then
